,mean,std deviation,pcm_fftMag_mfcc[0],pcm_fftMag_mfcc[1],pcm_fftMag_mfcc[2],pcm_fftMag_mfcc[3],pcm_fftMag_mfcc[4],pcm_fftMag_mfcc[5],pcm_fftMag_mfcc[6],pcm_fftMag_mfcc[7],pcm_fftMag_mfcc[8],pcm_fftMag_mfcc[9],pcm_fftMag_mfcc[10],pcm_fftMag_mfcc[11],pcm_fftMag_mfcc[12],emotion
0,-1.0128855384615387,7.530787531104838,7.244975,-8.158391,-6.804606,-5.95105,16.04601,4.259685,2.918404,3.899431,-8.787467999999999,2.029931,-9.035371000000001,-1.614401,-9.214661,4
1,-1.958018769230769,12.10969008469593,3.3850260000000003,9.644617,-3.468472,6.205655999999999,13.316920000000001,4.477325,-3.002632,-21.12964,-4.892778,-11.553519999999999,6.817297999999999,5.0585059999999995,-30.31255,4
2,1.3388001076923075,12.175640544652985,5.719598,5.727946,6.571836,19.761210000000002,17.95665,12.09366,-0.2149866,-4.7454480000000006,-3.5477879999999997,-9.468735,-1.699346,-1.552975,-29.19722,1
3,-0.5889964261538456,8.944505975726385,9.506989,2.3326580000000003,9.255537,11.97534,-1.8129419999999998,-4.26738,-0.08245754,-3.468761,3.0215400000000003,-7.509672,1.421265,-3.3897800000000005,-24.63929,3
4,0.711808461538462,10.95586832677033,13.603779999999999,6.097164,2.375498,3.6078339999999995,-9.2019,9.861489,17.29691,-2.057631,5.679283,6.142972,-7.221199,-14.18295,-22.74774,1
5,6.977668553846153,6.9333302499346745,-1.110692,3.496757,12.80658,4.633654,9.964194,12.10443,21.16055,8.621967,9.953026,4.060872,0.5149052,11.33625,-6.832802,2
6,4.766692307692308,7.690051292805643,-9.806011999999999,-8.995708,1.853807,4.762319000000001,11.422239999999999,7.221384,3.814004,9.289082,18.6943,-1.775268,6.614155,8.202287,10.67041,1
7,0.2247044999999997,11.836006551730167,-5.014016000000001,-20.34381,-2.519895,-4.502759999999999,31.64615,8.646328,9.248049,-7.9623029999999995,-0.7318115,4.780293,-10.02823,-2.025344,1.7285080000000002,0
8,0.013268615384615256,7.845809002348142,6.01082,12.21527,-4.56264,0.331542,-1.8804919999999998,-2.1064380000000003,-4.1314400000000004,-0.258121,16.4042,-6.1731,-1.8943580000000002,2.138709,-15.92146,2
9,0.7064987230769232,8.989217500723159,-1.058862,10.5363,2.8641400000000004,10.16751,6.66224,0.5118583,4.872222,-9.598365,10.14139,-7.828257000000001,0.8739640999999999,3.328543,-22.2882,4
10,1.3759692846153846,8.462633998496356,3.020494,8.986047,-9.346277,2.350275,11.849160000000001,9.253428999999999,6.532819,-8.089072999999999,7.824851,-6.8678669999999995,0.6929607,7.990572,-16.30979,4
11,-0.447895307692308,7.1915906994972145,10.3913,8.263735,-3.6239160000000004,-6.338769999999999,-6.939322,8.094801,3.9272660000000004,1.122722,2.027895,3.8076980000000002,-2.5894779999999997,-10.86638,-13.10019,0
12,1.3553580523076916,12.106424952942746,-16.6792,23.549789999999998,5.310881,-5.81824,25.30294,-4.0776129999999995,2.964306,5.4976389999999995,0.07364368,-8.705288000000001,1.616356,4.16523,-15.580789999999999,4
