1.159865e-01;8.291685e-02;7.576287e-02;7.136984e-02;6.272604e-02;1.443942e-01;7.254723e-02;8.594937e-02;6.690982e-02;5.325020e-02;7.618870e-02;9.199839e-02
1.180600e-01;7.975612e-02;7.320889e-02;5.841598e-02;6.187727e-02;1.422812e-01;6.207141e-02;8.346386e-02;5.781427e-02;8.786771e-02;7.955315e-02;9.563015e-02
1.072769e-01;6.835759e-02;7.766822e-02;6.282472e-02;4.535630e-02;1.197983e-01;5.895133e-02;8.649161e-02;8.636172e-02;8.779170e-02;9.539692e-02;1.037247e-01
1.518815e-01;4.111255e-02;6.850187e-02;8.287704e-02;3.539434e-02;6.834926e-02;6.840456e-02;7.286864e-02;1.444004e-01;8.261996e-02;9.515653e-02;8.843344e-02
2.068579e-01;4.274866e-02;4.384168e-02;6.994223e-02;6.276565e-02;4.848572e-02;8.089191e-02;4.535642e-02;1.755102e-01;1.003846e-01;7.046623e-02;5.274881e-02
1.659165e-01;9.455520e-02;2.760345e-02;3.386652e-02;1.204336e-01;6.357078e-02;5.952046e-02;6.648286e-02;1.231138e-01;1.696265e-01;4.732034e-02;2.798998e-02
7.985686e-02;1.173669e-01;2.004551e-02;4.116485e-02;1.344712e-01;4.973041e-02;4.185216e-02;1.135080e-01;1.079182e-01;2.145097e-01;4.622671e-02;3.334952e-02
4.678670e-02;1.083027e-01;2.803069e-02;6.746306e-02;1.198529e-01;6.199412e-02;4.920704e-02;1.408904e-01;1.223503e-01;1.895818e-01;3.475943e-02;3.078075e-02
3.873540e-02;7.701071e-02;6.174771e-02;7.988962e-02;7.995734e-02;7.259738e-02;5.244960e-02;1.674299e-01;1.463174e-01;1.177802e-01;8.082344e-02;2.526128e-02
4.045022e-02;4.627792e-02;7.598506e-02;9.130698e-02;3.428116e-02;8.110492e-02;8.092333e-02;1.618680e-01;1.815210e-01;9.345227e-02;7.921219e-02;3.361691e-02
6.569362e-02;7.880279e-02;4.770882e-02;7.606458e-02;6.917628e-02;9.941123e-02;9.656208e-02;7.787456e-02;1.658309e-01;1.005705e-01;6.996872e-02;5.233592e-02
1.021724e-01;5.937488e-02;4.006331e-02;6.384029e-02;8.852952e-02;7.722487e-02;8.841260e-02;8.394606e-02;1.243142e-01;1.313568e-01;6.446493e-02;7.630021e-02
9.444153e-02;3.478745e-02;5.534846e-02;5.892094e-02;9.779898e-02;6.011950e-02;8.566295e-02;1.038098e-01;1.522587e-01;1.238862e-01;3.333633e-02;9.962914e-02
3.973715e-02;4.919263e-02;5.813217e-02;6.331314e-02;1.121773e-01;4.901960e-02;9.952112e-02;1.329089e-01;1.540426e-01;1.105701e-01;3.156254e-02;9.982274e-02
6.206963e-02;8.095872e-02;5.859770e-02;7.184637e-02;1.285866e-01;5.833403e-02;9.622309e-02;9.669431e-02;1.228868e-01;1.095082e-01;4.390806e-02;7.038637e-02
9.406620e-02;8.858535e-02;7.398615e-02;8.637542e-02;1.101390e-01;6.135695e-02;4.384308e-02;1.044168e-01;1.501731e-01;1.198524e-01;2.957320e-02;3.763243e-02
6.731831e-02;8.941080e-02;6.174140e-02;8.529276e-02;7.711004e-02;9.946642e-02;4.716005e-02;1.418306e-01;1.877258e-01;7.292132e-02;2.997387e-02;4.004858e-02
5.421334e-02;7.118080e-02;4.887089e-02;7.662451e-02;7.257208e-02;1.107585e-01;7.372759e-02;1.026993e-01;1.872186e-01;1.182831e-01;4.016132e-02;4.368998e-02
1.127523e-01;6.523636e-02;3.760756e-02;8.896890e-02;9.017763e-02;8.815438e-02;5.725141e-02;5.958135e-02;1.707535e-01;1.421636e-01;6.225787e-02;2.509508e-02
1.680284e-01;5.192067e-02;3.711495e-02;8.422668e-02;8.231082e-02;5.326679e-02;6.290641e-02;6.232684e-02;1.414832e-01;1.458703e-01;6.285408e-02;4.769079e-02
1.419476e-01;6.297158e-02;7.794859e-02;9.592514e-02;4.906933e-02;5.287938e-02;6.382988e-02;9.528390e-02;1.415013e-01;1.104059e-01;2.937956e-02;7.885792e-02
7.677263e-02;1.054151e-01;1.063054e-01;8.320959e-02;3.641419e-02;1.046767e-01;1.169190e-01;1.114349e-01;1.037091e-01;4.679750e-02;2.726965e-02;8.107613e-02
6.095864e-02;9.085745e-02;7.384201e-02;8.752018e-02;3.108435e-02;8.685909e-02;2.118722e-01;9.708473e-02;6.127047e-02;5.780824e-02;2.810155e-02;1.127411e-01
4.149886e-02;6.158869e-02;2.821787e-02;1.214391e-01;2.488445e-02;3.590026e-02;3.215839e-01;9.912673e-02;3.906693e-02;6.610959e-02;1.521019e-02;1.453735e-01
6.665899e-02;4.941276e-02;1.559161e-02;1.338742e-01;2.360596e-02;3.102149e-02;3.663186e-01;7.327856e-02;2.511464e-02;5.304643e-02;1.081294e-02;1.512638e-01
4.574057e-02;3.932451e-02;1.891281e-02;1.494648e-01;1.916704e-02;4.626804e-02;3.865228e-01;5.289457e-02;2.683308e-02;4.767662e-02;2.209740e-02;1.450978e-01
2.639714e-02;3.459508e-02;2.399379e-02;1.933213e-01;1.367234e-02;4.081831e-02;3.925303e-01;5.728060e-02;2.893398e-02;4.083785e-02;1.539275e-02;1.322266e-01
4.002459e-02;2.334623e-02;2.079100e-02;2.215628e-01;3.004604e-02;3.426724e-02;3.621910e-01;7.490913e-02;2.390555e-02;3.156753e-02;1.375450e-02;1.236344e-01
3.667513e-02;4.607373e-02;3.016262e-02;1.964432e-01;8.749180e-02;1.992833e-02;2.856857e-01;1.078331e-01;2.247970e-02;4.866854e-02;1.245402e-02;1.061042e-01
2.855629e-02;4.732848e-02;3.203895e-02;1.373939e-01;1.187780e-01;3.069776e-02;1.983496e-01;2.089541e-01;2.799423e-02;5.614705e-02;2.309563e-02;9.066589e-02
8.102304e-02;6.136337e-02;3.606085e-02;6.317918e-02;6.150953e-02;3.965679e-02;7.993398e-02;3.798985e-01;6.232113e-02;4.582990e-02;2.696358e-02;6.226012e-02
9.915639e-02;7.300903e-02;4.541529e-02;1.904145e-02;6.673236e-02;2.493785e-02;5.787882e-02;4.168368e-01;9.594931e-02;4.112097e-02;3.249425e-02;2.742751e-02
1.085154e-01;1.049713e-01;4.804924e-02;1.722118e-02;7.007151e-02;1.109543e-02;7.177121e-02;3.420880e-01;1.073829e-01;4.575948e-02;4.863973e-02;2.443454e-02
1.152640e-01;1.631048e-01;7.107520e-02;3.248684e-02;5.095834e-02;3.184488e-02;2.799551e-02;2.455025e-01;8.688969e-02;5.845340e-02;5.603728e-02;6.038748e-02
9.028668e-02;1.754004e-01;8.885711e-02;4.511185e-02;4.154317e-02;4.395624e-02;8.013173e-02;1.589141e-01;7.198671e-02;7.258140e-02;4.766681e-02;8.356383e-02
5.428730e-02;1.744751e-01;7.310478e-02;3.541531e-02;5.952580e-02;4.801390e-02;1.223705e-01;1.284593e-01;7.558317e-02;9.865367e-02;2.748365e-02;1.026274e-01
7.388875e-02;1.721389e-01;9.804772e-02;3.299639e-02;5.943077e-02;6.470451e-02;8.946945e-02;9.700235e-02;8.808079e-02;1.091047e-01;1.790236e-02;9.723336e-02
9.558044e-02;1.458896e-01;8.028348e-02;3.850230e-02;4.661629e-02;6.018670e-02;6.044503e-02;1.467980e-01;9.892654e-02;1.052454e-01;2.859442e-02;9.293185e-02
8.284113e-02;6.173866e-02;6.847440e-02;6.391332e-02;6.233067e-02;5.803968e-02;8.448174e-02;2.558408e-01;7.989255e-02;6.652220e-02;4.518218e-02;7.074258e-02
7.824539e-02;7.603718e-02;7.638740e-02;4.998902e-02;6.446952e-02;5.582996e-02;1.190926e-01;2.298267e-01;1.093004e-01;6.609107e-02;3.618149e-02;3.854927e-02
9.369866e-02;1.198013e-01;1.180385e-01;6.823814e-02;6.517790e-02;3.868160e-02;1.194775e-01;1.623841e-01;9.026851e-02;6.646289e-02;2.913066e-02;2.864025e-02
