,0,1,2,3,4,5,6,7
0,0.36400479078292847,0.162613645195961,0.41516801714897156,0.6994504928588867,0.6484377980232239,0.8000794053077698,0.39086487889289856,5
1,0.4551377594470978,0.610293984413147,0.4656345546245575,0.5412375330924988,0.2809835970401764,0.4025547504425049,0.5046773552894592,2
2,0.533170223236084,0.7221906185150146,0.4385485351085663,0.4236967861652374,0.29817846417427063,0.25482502579689026,0.5120143294334412,0
3,0.5204564332962036,0.49511584639549255,0.4887450337409973,0.4450337588787079,0.4498594105243683,0.355247437953949,0.4851159155368805,4
4,0.5435024499893188,0.4049113690853119,0.4972383677959442,0.41217029094696045,0.5439642071723938,0.40542587637901306,0.4770324230194092,4
5,0.47763118147850037,0.6056313514709473,0.45299002528190613,0.49727922677993774,0.4352508783340454,0.3755304515361786,0.494642436504364,1
6,0.5132023692131042,0.5215055346488953,0.4446967542171478,0.4710683524608612,0.5619186162948608,0.3992311358451843,0.4845230281352997,3
7,0.5619931817054749,0.8873019814491272,0.5047791600227356,0.31366804242134094,0.11689252406358719,0.16778941452503204,0.593562126159668,1
8,0.23482125997543335,0.6005651950836182,0.4643891751766205,0.7942608594894409,0.14983616769313812,0.5486739277839661,0.4839531183242798,3
9,0.4922945499420166,0.4768291413784027,0.42905330657958984,0.5027569532394409,0.42467638850212097,0.4605191946029663,0.4768925905227661,2
10,0.4606668949127197,0.41962650418281555,0.5193352103233337,0.5299662947654724,0.4837055504322052,0.49758121371269226,0.45965221524238586,6
11,0.510517954826355,0.3605770766735077,0.5083721876144409,0.46001970767974854,0.5706363916397095,0.4487963616847992,0.4634348452091217,2
12,0.37908482551574707,0.18477964401245117,0.4258364140987396,0.6968061327934265,0.6253854036331177,0.7855446934700012,0.3919859230518341,5
13,0.39330047369003296,0.7579461932182312,0.45220980048179626,0.5774170160293579,0.25394243001937866,0.3021306097507477,0.5138455629348755,1
14,0.44562697410583496,0.7507197856903076,0.4238618016242981,0.553008496761322,0.2063325196504593,0.3018728494644165,0.5433300137519836,2
15,0.4741393029689789,0.49780401587486267,0.5656874179840088,0.48881471157073975,0.43457141518592834,0.37888091802597046,0.4788148105144501,1
16,0.42057228088378906,0.278022825717926,0.46960270404815674,0.5535356402397156,0.6537511348724365,0.6596167683601379,0.40208902955055237,5
17,0.4440869092941284,0.21261708438396454,0.532460629940033,0.5496193170547485,0.582614004611969,0.6581128835678101,0.420169860124588,2
18,0.5271546244621277,0.5506903529167175,0.4847927987575531,0.44148269295692444,0.43153220415115356,0.34833285212516785,0.485684871673584,4
19,0.4786575734615326,0.37507250905036926,0.3800720274448395,0.6092942357063293,0.4856254458427429,0.6241220831871033,0.44957008957862854,5
20,0.3540906012058258,0.3078572452068329,0.44545453786849976,0.7195772528648376,0.4347735345363617,0.6755183935165405,0.4584350883960724,4
21,0.45578986406326294,0.3718665838241577,0.45019179582595825,0.5108409523963928,0.590887188911438,0.5338746309280396,0.43367090821266174,3
22,0.41430461406707764,0.2648611068725586,0.4848710596561432,0.5881108641624451,0.5576068758964539,0.6866284012794495,0.41951027512550354,5
23,0.4955224096775055,0.36673811078071594,0.48977065086364746,0.4514356255531311,0.5627756714820862,0.488166481256485,0.4491501748561859,0
24,0.49241751432418823,0.23958571255207062,0.46224266290664673,0.5524435043334961,0.6229224801063538,0.6406331658363342,0.4365459680557251,4
25,0.4788338840007782,0.995063841342926,0.5712644457817078,0.17172123491764069,0.004480686970055103,0.024188760668039322,0.7680314183235168,1
26,0.5363755226135254,0.8642500638961792,0.5340601801872253,0.3165823519229889,0.14409677684307098,0.15368138253688812,0.5870347619056702,0
27,0.44998565316200256,0.3484750986099243,0.46437808871269226,0.5443370938301086,0.5698797106742859,0.5623973608016968,0.4366309344768524,5
28,0.41640084981918335,0.22264550626277924,0.47925350069999695,0.5783503651618958,0.6580668091773987,0.7209876775741577,0.39305806159973145,4
29,0.5048085451126099,0.5218544006347656,0.46597275137901306,0.44544246792793274,0.5195100903511047,0.3931756019592285,0.46866554021835327,0
30,0.53951495885849,0.616194486618042,0.4605083465576172,0.41530686616897583,0.4620460867881775,0.3320472538471222,0.49886777997016907,2
31,0.49090540409088135,0.4773446321487427,0.46745896339416504,0.47068941593170166,0.5238648056983948,0.4394236207008362,0.4572067856788635,4
32,0.4639556109905243,0.40987861156463623,0.43667855858802795,0.4961353838443756,0.6071084141731262,0.5158318281173706,0.4362390637397766,6
33,0.5577345490455627,0.4039013087749481,0.46563804149627686,0.43293556571006775,0.5512900352478027,0.4501905143260956,0.46977752447128296,5
34,0.45534005761146545,0.33802297711372375,0.49577200412750244,0.5549649596214294,0.45590850710868835,0.53029465675354,0.4540453553199768,5
35,0.5346450805664062,0.5052294731140137,0.45880547165870667,0.4191543161869049,0.5299807786941528,0.40262284874916077,0.473941832780838,0
36,0.4545689523220062,0.2271287441253662,0.5096256732940674,0.5232493877410889,0.6634227633476257,0.6299875974655151,0.4271242320537567,5
37,0.5153738260269165,0.5554988980293274,0.4597994089126587,0.4891218841075897,0.38666820526123047,0.36354780197143555,0.49334925413131714,0
38,0.43814778327941895,0.36828500032424927,0.45279449224472046,0.5724990367889404,0.5277668237686157,0.5755472779273987,0.4316313862800598,3
39,0.46951860189437866,0.48637592792510986,0.4512802064418793,0.5138687491416931,0.5091879963874817,0.4388667941093445,0.4586276710033417,0
40,0.4826420843601227,0.5422505140304565,0.4447495639324188,0.5156233906745911,0.5059888958930969,0.4069429636001587,0.4805983603000641,1
41,0.52109694480896,0.4914357662200928,0.4968719780445099,0.4167260229587555,0.5177618265151978,0.3765917420387268,0.4736349880695343,5
42,0.48983529210090637,0.5445642471313477,0.4749526381492615,0.43553149700164795,0.5186513662338257,0.38664117455482483,0.4589954614639282,2
