1.580046e-02;1.502923e-01;9.938103e-02;1.202983e-01;1.469361e-01;9.176081e-02;1.736689e-02;1.937617e-01;7.041028e-02;1.990338e-02;4.566326e-02;2.842546e-02
2.713581e-02;1.858023e-01;7.664478e-02;1.049464e-01;1.309435e-01;9.660231e-02;2.223760e-02;2.136934e-01;5.390445e-02;1.480268e-02;5.074174e-02;2.254505e-02
4.150508e-02;1.350197e-01;8.270940e-02;1.021555e-01;8.084381e-02;1.444077e-01;3.704506e-02;1.871103e-01;8.784015e-02;3.133710e-02;3.295710e-02;3.706918e-02
5.041500e-02;1.199760e-01;1.262269e-01;7.830309e-02;3.626059e-02;1.492662e-01;6.429969e-02;1.334781e-01;9.087556e-02;4.928679e-02;4.523776e-02;5.637432e-02
5.820313e-02;1.175681e-01;1.330130e-01;6.392676e-02;5.415110e-02;1.488512e-01;7.411034e-02;1.158614e-01;8.261494e-02;4.695902e-02;4.946385e-02;5.527707e-02
5.848629e-02;8.146328e-02;9.092225e-02;7.742749e-02;1.036842e-01;1.389447e-01;3.588536e-02;1.862881e-01;8.655804e-02;6.351408e-02;4.825852e-02;2.856772e-02
6.589387e-02;6.704934e-02;6.246462e-02;6.018754e-02;7.250053e-02;9.831271e-02;1.142542e-01;1.307011e-01;9.497514e-02;9.979686e-02;7.735822e-02;5.650586e-02
6.343494e-02;6.594831e-02;6.410068e-02;5.537208e-02;7.042666e-02;1.059059e-01;1.205150e-01;1.212370e-01;9.338102e-02;1.066652e-01;7.755657e-02;5.545659e-02
7.053034e-02;6.594045e-02;4.881848e-02;4.471343e-02;7.495595e-02;1.103881e-01;1.228818e-01;1.150739e-01;9.680565e-02;9.945008e-02;9.033106e-02;6.011071e-02
8.347263e-02;6.893510e-02;1.419446e-01;3.252092e-02;8.931430e-02;1.038903e-01;5.052648e-02;7.218917e-02;7.663222e-02;3.792980e-02;1.300441e-01;1.126004e-01
6.436677e-02;7.149931e-02;1.487640e-01;4.720708e-02;8.154307e-02;1.013128e-01;4.063695e-02;8.886348e-02;6.890567e-02;6.899173e-02;1.095311e-01;1.083780e-01
3.833526e-02;8.641119e-02;1.324031e-01;7.986589e-02;8.720884e-02;9.733906e-02;5.598289e-02;7.087784e-02;7.057308e-02;9.159216e-02;9.731626e-02;9.209444e-02
7.005249e-02;8.955457e-02;1.327278e-01;8.977970e-02;7.016239e-02;8.546077e-02;6.054567e-02;5.867375e-02;9.767779e-02;7.676497e-02;7.345086e-02;9.514914e-02
1.123530e-01;8.174501e-02;1.001876e-01;5.831028e-02;3.427103e-02;4.492749e-02;5.589123e-02;7.382261e-02;8.575921e-02;1.403315e-01;1.312703e-01;8.113071e-02
8.326866e-02;1.077482e-01;9.056049e-02;4.335258e-02;4.616499e-02;4.746978e-02;3.817589e-02;7.879863e-02;7.337381e-02;1.513078e-01;1.937501e-01;4.602921e-02
8.421444e-02;1.119192e-01;7.383820e-02;2.403579e-02;4.153927e-02;5.847596e-02;3.196963e-02;8.590674e-02;6.604761e-02;1.148577e-01;2.194563e-01;8.773915e-02
8.724140e-02;9.293722e-02;6.338497e-02;2.222417e-02;2.989218e-02;6.362075e-02;2.019345e-02;9.243473e-02;4.989991e-02;1.520570e-01;2.175222e-01;1.085921e-01
6.124448e-02;8.174980e-02;1.004407e-01;4.573449e-02;2.492444e-02;6.393331e-02;3.840735e-02;1.062504e-01;9.069216e-02;1.314108e-01;1.736788e-01;8.153344e-02
5.425036e-02;1.107467e-01;8.734169e-02;7.197581e-02;3.429892e-02;7.496820e-02;6.296129e-02;8.633872e-02;1.578301e-01;8.064228e-02;1.093197e-01;6.932628e-02
6.210950e-02;9.302142e-02;6.771465e-02;5.841615e-02;6.156105e-02;1.211775e-01;7.258368e-02;1.414008e-01;1.284624e-01;6.864043e-02;6.206584e-02;6.284666e-02
7.465297e-02;8.976431e-02;1.062752e-01;5.699090e-02;4.566028e-02;1.479635e-01;5.566788e-02;1.093106e-01;1.058746e-01;9.132899e-02;6.299567e-02;5.351516e-02
